"","CSIScontractID","Action.Obligation","LastCurrentCompletionDate","MinOfSignedDate","MaxOfSignedDate","MinOfEffectiveDate","IsClosed","MaxClosedDate","ObligatedAfterMaxClosedDate","ObligatedThroughMaxClosedDate","isDefaultOrCause","ObligatedBeforeMaxTerminatedDate","ObligatedOnMaxTerminatedDate","ObligatedAfterMaxTerminatedDate","MaxTerminatedDate","StartFY","Term","ThroughTerm","PostTermFloor0","PreTermFloor1","TermPct","NoPreTermObl","TermPctCat","TermPartial","TermPctCat3","FirstDayTerm","PreTermLength","PostTermSignedLength","PostTermCurrentLength","Include2015"
"795",18189524,104071.1869,2017-12-15,2009-08-26,2017-11-15,2009-08-26,1,2017-11-15,0,104071.1869,"0",27211.64,76859.5469,0,2017-11-15,2009,"Terminated",27211.64,0,27211.64,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3003,0,30,"No"
"796",18189535,854045.7187,2017-05-12,2009-09-01,2017-04-12,2009-09-01,1,2017-04-12,0,854045.7187,"0",337974.9062,516070.8125,0,2017-04-12,2009,"Terminated",337974.9062,0,337974.9062,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2780,0,30,"No"
"797",18189609,113090.0538,2018-05-12,2009-10-20,2018-04-12,2009-10-20,1,2018-04-12,0,113090.0538,"0",38250.21,74839.8438,0,2018-04-12,2010,"Terminated",38250.21,0,38250.21,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3096,0,30,"No"
"798",18189612,66460.4097,2017-06-08,2009-10-20,2017-05-08,2009-10-20,1,2017-05-08,0,66460.4097,"0",23381.23,43079.1797,0,2017-05-08,2010,"Terminated",23381.23,0,23381.23,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2757,0,31,"No"
"799",18189623,92738.5,2018-01-25,2009-10-28,2017-12-26,2009-10-28,1,2017-12-26,0,92738.5,"0",34549.75,58188.75,0,2017-12-26,2010,"Terminated",34549.75,0,34549.75,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2981,0,30,"No"
"800",18189663,94169.9814,2017-02-12,2009-12-04,2017-01-13,2009-12-04,1,2017-01-13,0,94169.9814,"0",37216.2197,56953.7617,0,2017-01-13,2010,"Terminated",37216.2197,0,37216.2197,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2597,0,30,"No"
"801",18189703,69356,2018-04-13,2009-12-15,2018-03-13,2009-12-15,1,2018-03-13,0,69356,"0",23948,45408,0,2018-03-13,2010,"Terminated",23948,0,23948,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3010,0,31,"No"
"802",18189735,90943,2016-12-17,2009-12-17,2016-11-17,2009-12-17,1,2016-11-17,0,90943,"0",36493,54450,0,2016-11-17,2010,"Terminated",36493,0,36493,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2527,0,30,"No"
"803",18189819,64420,2017-04-23,2009-12-24,2017-03-24,2009-12-24,1,2017-03-24,0,64420,"0",33193,31227,0,2017-03-24,2010,"Terminated",33193,0,33193,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2647,0,30,"No"
"804",18189860,92466,2018-08-23,2010-01-12,2018-07-24,2010-01-12,1,2018-07-24,0,92466,"0",29676,62790,0,2018-07-24,2010,"Terminated",29676,0,29676,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3115,0,30,"No"
"805",18189937,459227.9883,2017-02-25,2010-02-03,2017-01-26,2010-02-03,1,2017-01-26,0,459227.9883,"0",174618.2383,284609.75,0,2017-01-26,2010,"Terminated",174618.2383,0,174618.2383,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2549,0,30,"No"
"806",18190043,69690,2018-04-13,2010-03-10,2018-03-13,2010-03-10,1,2018-03-13,0,69690,"0",28425,41265,0,2018-03-13,2010,"Terminated",28425,0,28425,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2925,0,31,"No"
"807",18190057,95933,2018-05-09,2010-06-02,2018-04-09,2010-06-02,1,2018-04-09,0,95933,"0",30659,65274,0,2018-04-09,2010,"Terminated",30659,0,30659,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2868,0,30,"No"
"808",18190071,72726,2018-01-03,2010-04-01,2017-12-04,2010-04-01,1,2017-12-04,0,72726,"0",23460,49266,0,2017-12-04,2010,"Terminated",23460,0,23460,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2804,0,30,"No"
"809",18190263,95500,2018-07-28,2010-08-18,2018-06-28,2010-08-18,1,2018-06-28,0,95500,"0",28248,67252,0,2018-06-28,2010,"Terminated",28248,0,28248,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2871,0,30,"No"
"810",18190268,79892,2018-04-30,2010-07-29,2018-04-03,2010-07-29,1,2018-04-03,0,79892,"0",24188,55704,0,2018-04-03,2010,"Terminated",24188,0,24188,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2805,0,27,"No"
"811",18190305,80882.98,2018-05-18,2010-09-16,2018-04-18,2010-09-16,1,2018-04-18,0,80882.98,"0",25904.98,54978,0,2018-04-18,2010,"Terminated",25904.98,0,25904.98,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2771,0,30,"No"
"812",18190318,80882.9815,2018-05-19,2010-09-30,2018-04-19,2010-09-30,1,2018-04-19,0,80882.9815,"0",23898.7901,56984.1914,0,2018-04-19,2010,"Terminated",23898.7901,0,23898.7901,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2758,0,30,"No"
"813",18190364,86932,2018-06-07,2010-09-01,2018-05-08,2010-09-01,1,2018-05-08,0,86932,"0",20256,66676,0,2018-05-08,2010,"Terminated",20256,0,20256,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2806,0,30,"No"
"814",18190369,1363907,2018-04-13,2010-08-25,2018-03-13,2010-08-25,1,2018-03-13,0,1363907,"0",195701,1168206,0,2018-03-13,2010,"Terminated",195701,0,195701,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2757,0,31,"No"
"815",18191434,38435.9505,2016-11-17,2007-08-03,2016-11-07,2007-08-03,1,2016-11-07,0,38435.9505,"0",22335.5403,16100.4102,0,2016-11-07,2007,"Terminated",22335.5403,0,22335.5403,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3384,0,10,"No"
"816",18191646,70828.6513,2017-08-12,2007-11-19,2017-07-12,2007-11-19,1,2017-07-12,0,70828.6513,"0",37354.7294,33473.9219,0,2017-07-12,2008,"Terminated",37354.7294,0,37354.7294,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3523,0,31,"No"
"817",18191701,37371.2302,2017-08-04,2007-12-31,2017-07-04,2007-12-31,1,2017-07-04,0,37371.2302,"0",15363.32,22007.9102,0,2017-07-04,2008,"Terminated",15363.32,0,15363.32,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3473,0,31,"No"
"818",18191743,29809.9405,2017-10-08,2008-02-28,2017-09-08,2008-02-28,1,2017-09-08,0,29809.9405,"0",15525.1202,14284.8203,0,2017-09-08,2008,"Terminated",15525.1202,0,15525.1202,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3480,0,30,"No"
"819",18191767,59114.8901,2017-01-27,2008-04-30,2016-12-28,2008-04-30,1,2016-12-28,0,59114.8901,"0",31048.3296,28066.5605,0,2016-12-28,2008,"Terminated",31048.3296,0,31048.3296,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3164,0,30,"No"
"820",18192179,49861.4097,2017-09-09,2009-03-19,2017-08-09,2009-03-19,1,2017-08-09,0,49861.4097,"0",23616.73,26244.6797,0,2017-08-09,2009,"Terminated",23616.73,0,23616.73,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3065,0,31,"No"
"821",18192314,48074.8902,2017-03-26,2009-05-26,2017-02-24,2009-05-26,1,2017-02-24,0,48074.8902,"0",21413.3199,26661.5703,0,2017-02-24,2009,"Terminated",21413.3199,0,21413.3199,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2831,0,30,"No"
"822",18192617,41031.25,2017-04-21,2010-03-16,2017-03-22,2010-03-16,1,2017-03-22,0,41031.25,"0",15284.1602,25747.0898,0,2017-03-22,2010,"Terminated",15284.1602,0,15284.1602,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2563,0,30,"No"
"823",18192689,22661.2298,2017-12-03,2010-08-25,2017-11-03,2010-08-25,1,2017-11-03,0,22661.2298,"0",7736.3499,14924.8799,0,2017-11-03,2010,"Terminated",7736.3499,0,7736.3499,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2627,0,30,"No"
"824",18199733,96490409.9887,2017-10-31,2010-08-31,2018-07-02,2010-10-01,NA,NA,NA,NA,"0",67641823.1309,-5192.75,28853779.6078,2014-12-31,2010,"Terminated",67641823.1309,28853779.6078,67641823.1309,0.299016522917972,"Some Net $s Pre-Term.","[25%,50%)","Partial Termination",NA,"No",1583,1279,1035,"No"
"825",18187537,258577.8653,2017-05-04,2007-03-27,2017-04-04,2007-03-27,1,2017-04-04,0,258577.8653,"0",142758.9825,115818.8828,0,2017-04-04,2007,"Terminated",142758.9825,0,142758.9825,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3661,0,30,"No"
"826",18187613,186110.3838,2017-06-08,2007-04-30,2017-05-08,2007-04-30,1,2017-05-08,0,186110.3838,"0",107833.1807,78277.2031,0,2017-05-08,2007,"Terminated",107833.1807,0,107833.1807,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3661,0,31,"No"
"827",18187701,167730.0003,2017-02-26,2007-06-19,2017-01-27,2007-06-19,1,2017-01-27,0,167730.0003,"0",96127.18,71602.8203,0,2017-01-27,2007,"Terminated",96127.18,0,96127.18,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3510,0,30,"No"
"828",18187725,160411,2017-06-23,2007-08-31,2017-05-23,2007-08-31,1,2017-05-23,0,160411,"0",96040,64371,0,2017-05-23,2007,"Terminated",96040,0,96040,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3553,0,31,"No"
"829",18187731,155368,2017-01-27,2007-07-03,2016-12-28,2007-07-03,1,2016-12-28,0,155368,"0",94480,60888,0,2016-12-28,2007,"Terminated",94480,0,94480,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3466,0,30,"No"
"830",18187737,206804,2017-04-30,2007-07-02,2017-03-31,2007-07-02,1,2017-03-31,0,206804,"0",112570,94234,0,2017-03-31,2007,"Terminated",112570,0,112570,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3560,0,30,"No"
"831",18187785,188160,2018-07-01,2007-07-02,2018-06-01,2007-07-02,1,2018-06-01,0,188160,"0",96484,91676,0,2018-06-01,2007,"Terminated",96484,0,96484,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3987,0,30,"No"
"832",18187799,154500.8,2018-05-13,2007-07-06,2018-04-13,2007-07-06,1,2018-04-13,0,154500.8,"0",127500.8,27000,0,2018-04-13,2007,"Terminated",127500.8,0,127500.8,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3934,0,30,"No"
"833",18187833,184495.0509,2017-03-25,2007-07-20,2017-02-23,2007-07-20,1,2017-02-23,0,184495.0509,"0",99397.5821,85097.4688,0,2017-02-23,2007,"Terminated",99397.5821,0,99397.5821,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3506,0,30,"No"
"834",18187871,158476,2016-12-29,2007-08-01,2016-11-29,2007-08-01,1,2016-11-29,0,158476,"0",93838,64638,0,2016-11-29,2007,"Terminated",93838,0,93838,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3408,0,30,"No"
"835",18187893,155783,2017-03-10,2007-09-27,2017-02-08,2007-09-27,1,2017-02-08,0,155783,"0",89374,66409,0,2017-02-08,2007,"Terminated",89374,0,89374,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3422,0,30,"No"
"836",18187928,161735.5,2016-12-29,2007-11-27,2016-11-29,2007-11-27,1,2016-11-29,0,161735.5,"0",86224.5,75511,0,2016-11-29,2008,"Terminated",86224.5,0,86224.5,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3290,0,30,"No"
"837",18187991,161057,2017-04-02,2007-11-26,2017-03-03,2007-11-26,1,2017-03-03,0,161057,"0",88076,72981,0,2017-03-03,2008,"Terminated",88076,0,88076,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3385,0,30,"No"
"838",18188116,73800,2016-11-19,2008-03-11,2016-11-15,2008-03-11,1,2016-11-15,0,73800,"0",38520,35280,0,2016-11-15,2008,"Terminated",38520,0,38520,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3171,0,4,"No"
"839",18188144,62820,2018-01-13,2008-03-28,2017-12-14,2008-03-28,1,2017-12-14,0,62820,"0",30060,32760,0,2017-12-14,2008,"Terminated",30060,0,30060,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3548,0,30,"No"
"840",18188148,213278.17,2018-05-06,2008-04-01,2018-04-06,2008-04-01,1,2018-04-06,0,213278.17,"0",96982.2403,116295.9297,0,2018-04-06,2008,"Terminated",96982.2403,0,96982.2403,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3657,0,30,"No"
"841",18188161,64429.5,2018-05-04,2008-04-08,2018-04-04,2008-04-08,1,2018-04-04,0,64429.5,"0",31083.5,33346,0,2018-04-04,2008,"Terminated",31083.5,0,31083.5,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3648,0,30,"No"
"842",18188188,161801,2018-05-05,2008-04-30,2018-04-05,2008-04-30,1,2018-04-05,0,161801,"0",22831.7187,138969.2813,0,2018-04-05,2008,"Terminated",22831.7187,0,22831.7187,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3627,0,30,"No"
"843",18188189,113189,2018-05-05,2008-05-02,2018-04-05,2008-05-02,1,2018-04-05,0,113189,"0",103739,9450,0,2018-04-05,2008,"Terminated",103739,0,103739,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3625,0,30,"No"
"844",18188190,131580.7968,2018-02-03,2008-04-29,2018-01-03,2008-04-29,1,2018-01-03,0,131580.7968,"0",60308.8984,71271.8984,0,2018-01-03,2008,"Terminated",60308.8984,0,60308.8984,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3536,0,31,"No"
"845",18188198,169203.0509,2017-02-24,2008-04-30,2017-01-25,2008-04-30,1,2017-01-25,0,169203.0509,"0",84710.3712,84492.6797,0,2017-01-25,2008,"Terminated",84710.3712,0,84710.3712,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3192,0,30,"No"
"846",18188204,124474.9989,2018-06-09,2008-06-20,2018-05-09,2008-06-20,1,2018-05-09,0,124474.9989,"0",71436.12,53038.8789,0,2018-05-09,2008,"Terminated",71436.12,0,71436.12,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3610,0,31,"No"
"847",18188284,61498.87,2017-02-11,2008-06-02,2017-01-12,2008-06-02,1,2017-01-12,0,61498.87,"0",30880.2294,30618.6406,0,2017-01-12,2008,"Terminated",30880.2294,0,30880.2294,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3146,0,30,"No"
"848",18188331,133965,2018-06-10,2008-06-20,2018-05-10,2008-06-20,1,2018-05-10,0,133965,"0",69195,64770,0,2018-05-10,2008,"Terminated",69195,0,69195,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3611,0,31,"No"
"849",18188360,157611,2016-12-16,2008-07-07,2016-11-16,2008-07-07,1,2016-11-16,0,157611,"0",35412,122199,0,2016-11-16,2008,"Terminated",35412,0,35412,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3054,0,30,"No"
"850",18188421,65990.7495,2018-05-30,2008-08-04,2018-04-30,2008-08-04,1,2018-04-30,0,65990.7495,"0",27904.9097,38085.8398,0,2018-04-30,2008,"Terminated",27904.9097,0,27904.9097,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3556,0,30,"No"
"851",18188462,109451,2018-06-15,2008-08-14,2018-08-13,2008-08-14,1,2018-08-13,0,109451,"0",55681,53770,0,2018-08-13,2008,"Terminated",55681,0,55681,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3651,0,-59,"No"
"852",18188467,90486,2018-04-01,2008-08-15,2018-03-01,2008-08-15,1,2018-03-01,0,90486,"0",53917,36569,0,2018-03-01,2008,"Terminated",53917,0,53917,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3485,0,31,"No"
"853",18188543,50839,2018-03-01,2008-10-03,2018-02-01,2008-10-03,1,2018-02-01,0,50839,"0",159706.75,-108867.75,0,2018-02-01,2009,"Terminated",159706.75,0,159706.75,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3408,0,28,"No"
"854",18188601,109277,2018-01-12,2008-10-07,2017-12-12,2008-10-07,1,2017-12-12,0,109277,"0",53837,55440,0,2017-12-12,2009,"Terminated",53837,0,53837,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3353,0,31,"No"
"855",18188631,137706,2018-10-24,2008-10-15,2018-09-24,2008-10-15,1,2018-09-24,0,137706,"0",54849,82857,0,2018-09-24,2009,"Terminated",54849,0,54849,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3631,0,30,"No"
"856",18188676,40266,2017-02-18,2008-11-05,2017-01-18,2008-11-05,1,2017-01-18,0,40266,"0",19206,21060,0,2017-01-18,2009,"Terminated",19206,0,19206,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2996,0,31,"No"
"857",18188697,107266.5,2017-04-30,2008-12-01,2017-03-31,2008-12-01,1,2017-03-31,0,107266.5,"0",49549.5,57717,0,2017-03-31,2009,"Terminated",49549.5,0,49549.5,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3042,0,30,"No"
"858",18188745,153461,2018-05-06,2008-12-22,2018-04-06,2008-12-22,1,2018-04-06,0,153461,"0",64031,89430,0,2018-04-06,2009,"Terminated",64031,0,64031,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3392,0,30,"No"
"859",18188987,70094.5,2017-06-21,2009-03-30,2017-05-21,2009-03-30,1,2017-05-21,0,70094.5,"0",36893.5,33201,0,2017-05-21,2009,"Terminated",36893.5,0,36893.5,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2974,0,31,"No"
"860",18189018,105233.0715,2016-12-18,2009-04-08,2016-11-18,2009-04-08,1,2016-11-18,0,105233.0715,"0",55023.5598,50209.5117,0,2016-11-18,2009,"Terminated",55023.5598,0,55023.5598,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2781,0,30,"No"
"861",18189033,1857124,2017-04-13,2009-04-16,2017-03-14,2009-04-16,1,2017-03-14,0,1857124,"0",810586,1046538,0,2017-03-14,2009,"Terminated",810586,0,810586,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2889,0,30,"No"
"862",18189113,95461,2017-12-22,2009-04-28,2017-11-23,2009-04-28,1,2017-11-23,0,95461,"0",41105,54356,0,2017-11-23,2009,"Terminated",41105,0,41105,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3131,0,29,"No"
"863",18189148,66901.0605,2017-03-18,2009-05-15,2017-02-16,2009-05-15,1,2017-02-16,0,66901.0605,"0",23278.4199,43622.6406,0,2017-02-16,2009,"Terminated",23278.4199,0,23278.4199,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2834,0,30,"No"
"864",18189256,52426,2018-05-13,2009-06-16,2018-04-13,2009-06-16,1,2018-04-13,0,52426,"0",19822,32604,0,2018-04-13,2009,"Terminated",19822,0,19822,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3223,0,30,"No"
"865",18189274,50382,2018-05-05,2009-06-17,2018-04-05,2009-06-17,1,2018-04-05,0,50382,"0",29572,20810,0,2018-04-05,2009,"Terminated",29572,0,29572,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3214,0,30,"No"
"866",18189277,51527,2018-07-27,2009-06-23,2018-06-27,2009-06-23,1,2018-06-27,0,51527,"0",16820,34707,0,2018-06-27,2009,"Terminated",16820,0,16820,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3291,0,30,"No"
"867",18189356,158769.1271,2017-04-21,2009-09-29,2017-03-22,2009-09-29,1,2017-03-22,0,158769.1271,"0",43292.4396,115476.6875,0,2017-03-22,2009,"Terminated",43292.4396,0,43292.4396,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2731,0,30,"No"
"868",18189379,103623.49,2017-06-18,2009-11-18,2017-05-18,2009-11-18,1,2017-05-18,0,103623.49,"0",41847.49,61776,0,2017-05-18,2010,"Terminated",41847.49,0,41847.49,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2738,0,31,"No"
"869",18189397,61841,2018-04-13,2009-07-17,2018-03-13,2009-07-17,1,2018-03-13,0,61841,"0",23166,38675,0,2018-03-13,2009,"Terminated",23166,0,23166,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3161,0,31,"No"
"870",18189447,105346.2317,2017-08-11,2009-07-27,2017-07-12,2009-07-27,1,2017-07-12,0,105346.2317,"0",49040.3098,56305.9219,0,2017-07-12,2009,"Terminated",49040.3098,0,49040.3098,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2907,0,30,"No"
"871",18189527,106317.5009,2018-10-06,2009-08-31,2018-09-07,2009-08-31,1,2018-09-07,0,106317.5009,"0",38550.54,67766.9609,0,2018-09-07,2009,"Terminated",38550.54,0,38550.54,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3294,0,29,"No"
"872",18189541,69143.5,2017-02-18,2009-09-02,2017-01-19,2009-09-02,1,2017-01-19,0,69143.5,"0",943.5,68200,0,2017-01-19,2009,"Terminated",943.5,0,943.5,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2696,0,30,"No"
"873",18189583,94619.5482,2017-02-25,2009-11-27,2017-01-26,2009-11-27,1,2017-01-26,0,94619.5482,"0",40756.3998,53863.1484,0,2017-01-26,2010,"Terminated",40756.3998,0,40756.3998,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2617,0,30,"No"
"874",18189588,58730.8018,2016-12-14,2009-10-22,2016-11-14,2009-10-22,1,2016-11-14,0,58730.8018,"0",23462.2002,35268.6016,0,2016-11-14,2010,"Terminated",23462.2002,0,23462.2002,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2580,0,30,"No"
"875",18189627,59362,2018-06-28,2009-11-03,2018-05-28,2009-11-03,1,2018-05-28,0,59362,"0",12436,46926,0,2018-05-28,2010,"Terminated",12436,0,12436,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3128,0,31,"No"
"876",18189632,407159,2017-09-09,2009-11-03,2017-08-10,2009-11-03,1,2017-08-10,0,407159,"0",168722,238437,0,2017-08-10,2010,"Terminated",168722,0,168722,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2837,0,30,"No"
"877",18189636,936064,2018-10-28,2009-12-04,2018-09-28,2009-12-04,1,2018-09-28,0,936064,"0",290816,645248,0,2018-09-28,2010,"Terminated",290816,0,290816,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3220,0,30,"No"
"878",18189665,39871,2017-04-12,2009-12-02,2017-03-13,2009-12-02,1,2017-03-13,0,39871,"0",20141,19730,0,2017-03-13,2010,"Terminated",20141,0,20141,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2658,0,30,"No"
"879",18189709,146734.7071,2017-04-07,2009-12-16,2017-03-08,2009-12-16,1,2017-03-08,0,146734.7071,"0",58092.2305,88642.4766,0,2017-03-08,2010,"Terminated",58092.2305,0,58092.2305,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2639,0,30,"No"
"880",18189763,90912.9805,2017-09-17,2010-01-05,2017-08-18,2010-01-05,1,2017-08-18,0,90912.9805,"0",33550.9805,57362,0,2017-08-18,2010,"Terminated",33550.9805,0,33550.9805,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2782,0,30,"No"
"881",18189789,793296,2017-02-23,2009-12-23,2017-01-24,2009-12-23,1,2017-01-24,0,793296,"0",303248,490048,0,2017-01-24,2010,"Terminated",303248,0,303248,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2589,0,30,"No"
"882",18189820,103793.2793,2017-01-07,2009-12-23,2016-12-08,2009-12-23,1,2016-12-08,0,103793.2793,"0",40038.2402,63755.0391,0,2016-12-08,2010,"Terminated",40038.2402,0,40038.2402,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2542,0,30,"No"
"883",18189822,98599.2402,2018-08-10,2010-01-12,2018-07-18,2010-01-12,1,2018-07-18,0,98599.2402,"0",30042.2402,68557,0,2018-07-18,2010,"Terminated",30042.2402,0,30042.2402,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3109,0,23,"No"
