"","CSIScontractID","Action.Obligation","LastCurrentCompletionDate","MinOfSignedDate","MaxOfSignedDate","MinOfEffectiveDate","IsClosed","MaxClosedDate","ObligatedAfterMaxClosedDate","ObligatedThroughMaxClosedDate","isDefaultOrCause","ObligatedBeforeMaxTerminatedDate","ObligatedOnMaxTerminatedDate","ObligatedAfterMaxTerminatedDate","MaxTerminatedDate","StartFY","Term","ThroughTerm","PostTermFloor0","PreTermFloor1","TermPct","NoPreTermObl","TermPctCat","TermPartial","TermPctCat3","FirstDayTerm","PreTermLength","PostTermSignedLength","PostTermCurrentLength","Include2015"
"98",1582417,0,NA,2008-04-09,2017-04-24,2008-04-09,1,2017-04-13,0,0,"0",0,0,0,2017-04-13,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3291,11,NA,"No"
"99",1478525,0,NA,2008-10-30,2017-03-14,2008-11-03,1,2015-03-05,0,0,"0",0,0,0,2015-03-05,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2317,740,NA,"No"
"100",1479695,0,NA,2010-07-15,2017-10-16,2010-07-15,1,2014-07-23,0,0,"0",0,0,0,2014-07-23,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1469,1181,NA,"No"
"101",1587760,0,NA,2007-12-20,2017-03-01,2008-01-01,1,2017-03-01,0,0,"0",0,0,0,2017-03-01,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3359,0,NA,"No"
"102",1588522,0,NA,2008-02-28,2017-04-04,2008-03-01,1,2017-04-04,0,0,"0",0,0,0,2017-04-04,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3323,0,NA,"No"
"103",1588602,0,NA,2008-09-24,2016-10-05,2008-09-24,1,2016-10-05,0,0,"0",0,0,0,2016-10-05,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2933,0,NA,"No"
"104",1590513,0,NA,2010-06-24,2017-01-25,2010-06-24,1,2017-01-25,0,0,"0",0,0,0,2017-01-25,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2407,0,NA,"No"
"105",1458364,0,NA,2008-07-24,2017-04-06,2008-07-24,NA,NA,NA,NA,"0",0,0,0,2011-04-01,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",981,2197,NA,"No"
"106",1458400,0,NA,2010-04-22,2017-10-17,2010-04-23,NA,NA,NA,NA,"0",0,0,0,2011-04-01,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",344,2391,NA,"No"
"107",1591837,0,NA,2009-11-06,2016-12-01,2009-11-06,1,2016-12-01,0,0,"0",0,0,0,2016-12-01,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2582,0,NA,"No"
"108",1591967,0,NA,2008-11-24,2017-09-15,2008-11-24,1,2013-05-02,0,0,"0",0,0,0,2013-05-02,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1620,1597,NA,"No"
"109",1595780,0,NA,2010-03-31,2017-04-04,2010-04-01,1,2017-04-04,0,0,"0",0,0,0,2017-04-04,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2561,0,NA,"No"
"110",1598059,0,NA,2010-07-07,2017-07-25,2010-07-07,1,2017-07-25,0,0,"0",0,0,0,2017-07-25,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2575,0,NA,"No"
"111",1602144,0,NA,2007-09-28,2016-11-14,2007-10-01,1,2016-11-14,0,0,"0",0,0,0,2016-11-14,2007,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3335,0,NA,"No"
"112",1547908,0,2018-06-30,2007-08-28,2017-06-12,2007-08-28,1,2008-06-19,0,0,"0",0,0,0,2008-06-19,2007,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",296,3280,3663,"No"
"113",1468006,0,NA,2008-02-15,2017-07-19,2008-02-15,1,2017-07-19,0,0,"0",0,0,0,2017-07-19,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3442,0,NA,"No"
"114",1468775,0,NA,2009-06-09,2017-03-07,2009-06-09,1,2017-03-07,0,0,"0",0,0,0,2017-03-07,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2828,0,NA,"No"
"115",1469122,0,NA,2010-05-07,2017-04-08,2010-05-07,1,2016-08-01,0,0,"0",0,0,0,2016-08-01,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2278,250,NA,"No"
"116",1581641,0,NA,2010-02-11,2017-05-10,2010-02-16,1,2017-05-10,0,0,"0",0,0,0,2017-05-10,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2645,0,NA,"No"
"117",1557999,0,NA,2009-02-26,2016-10-06,2009-02-26,1,2016-10-06,0,0,"0",0,0,0,2016-10-06,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2779,0,NA,"No"
"118",1559448,0,NA,2008-04-10,2017-04-14,2008-04-10,1,2017-04-14,0,0,"0",0,0,0,2017-04-14,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3291,0,NA,"No"
"119",1587990,0,NA,2009-08-17,2017-09-21,2009-08-17,1,2017-09-21,0,0,"0",0,0,0,2017-09-21,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2957,0,NA,"No"
"120",1588215,7597591,NA,2007-12-04,2017-05-24,1998-06-05,1,2017-05-24,0,0,"0",0,0,0,2017-05-24,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3459,0,NA,"No"
"121",1588641,0,NA,2010-05-27,2017-02-07,2010-05-27,1,2017-02-07,0,0,"0",0,0,0,2017-02-07,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2448,0,NA,"No"
"122",1560574,0,NA,2007-06-25,2016-10-27,2007-06-28,1,2016-10-27,0,0,"0",0,0,0,2016-10-27,2007,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3412,0,NA,"No"
"123",1589245,0,NA,2008-09-12,2017-06-27,2008-09-12,1,2013-07-10,0,0,"0",0,0,0,2013-07-10,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1762,1448,NA,"No"
"124",1590497,0,NA,2010-05-28,2016-11-10,2010-05-28,1,2016-11-10,0,0,"0",0,0,0,2016-11-10,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2358,0,NA,"No"
"125",1590785,0,NA,2010-09-15,2016-10-19,2010-10-01,1,2016-10-19,0,0,"1",0,0,0,2016-10-19,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2226,0,NA,"No"
"126",1522943,0,NA,2009-09-30,2017-11-09,2009-10-05,1,2017-11-06,0,0,"0",0,0,0,2017-11-06,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2959,3,NA,"No"
"127",1523214,0,NA,2007-10-24,2016-11-08,2007-11-01,1,2016-11-08,0,0,"0",0,0,0,2016-11-08,2008,"Terminated",-269.01,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3303,0,NA,"No"
"128",1592344,0,NA,2007-11-29,2017-01-20,2007-11-29,1,2017-01-20,0,0,"0",0,0,0,2017-01-20,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3340,0,NA,"No"
"129",1592947,0,NA,2008-01-22,2017-03-07,2008-01-22,1,2017-03-07,0,0,"0",0,0,0,2017-03-07,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3332,0,NA,"No"
"130",1525347,0,NA,2007-03-01,2017-02-07,2007-03-15,1,2017-02-07,0,0,"0",0,0,0,2017-02-07,2007,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3631,0,NA,"No"
"131",1593168,0,NA,2009-01-22,2017-02-16,2009-02-02,1,2017-02-16,0,0,"0",0,0,0,2017-02-16,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2947,0,NA,"No"
"132",1593816,0,NA,2008-01-30,2017-08-29,2008-02-01,1,2017-02-16,0,0,"0",0,0,0,2017-02-16,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3305,194,NA,"No"
"133",1525629,0,NA,2008-03-28,2017-04-25,2008-04-15,1,2017-04-25,0,0,"0",0,0,0,2017-04-25,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3315,0,NA,"No"
"134",1525701,0,NA,2008-04-02,2016-12-05,2008-04-15,1,2016-12-05,0,0,"0",0,0,0,2016-12-05,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3169,0,NA,"No"
"135",1525956,0,NA,2008-04-18,2017-05-01,2008-04-28,1,2017-05-01,0,0,"0",0,0,0,2017-05-01,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3300,0,NA,"No"
"136",1527246,0,NA,2007-06-25,2017-05-10,2007-07-01,1,2016-07-20,0,0,"0",0,0,0,2016-07-20,2007,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3313,294,NA,"No"
"137",1596260,0,NA,2010-04-16,2017-08-11,2010-04-16,1,2014-04-17,0,0,"0",0,0,0,2014-04-17,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1462,1212,NA,"No"
"138",1597177,0,NA,2010-06-01,2017-07-20,2010-06-05,1,2017-07-20,0,0,"0",0,0,0,2017-07-20,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2606,0,NA,"No"
"139",1597190,0,NA,2010-06-03,2017-08-03,2010-06-03,1,2015-06-04,0,0,"0",0,0,0,2015-06-04,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1827,791,NA,"No"
"140",1479394,0,NA,2010-03-25,2017-08-16,2010-03-30,1,2017-08-16,0,0,"0",0,0,0,2017-08-16,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2701,0,NA,"No"
"141",1599596,0,NA,2009-08-12,2017-03-27,2009-08-12,1,2017-03-27,0,0,"0",0,0,0,2017-03-27,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2784,0,NA,"No"
"142",1599676,0,NA,2007-09-18,2016-12-21,2007-09-20,1,2016-12-21,0,0,"0",0,0,0,2016-12-21,2007,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3382,0,NA,"No"
"143",1523589,0,NA,2009-11-12,2016-12-12,2009-11-15,1,2016-12-12,0,0,"0",0,0,0,2016-12-12,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2587,0,NA,"No"
"144",1524815,0,NA,2009-03-12,2016-11-29,2009-04-01,1,2016-11-29,0,0,"0",0,0,0,2016-11-29,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2819,0,NA,"No"
"145",1602339,119040,NA,2008-05-15,2017-06-15,1998-10-01,1,2017-06-15,0,0,"0",0,0,0,2017-06-15,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3318,0,NA,"No"
"146",1602453,0,NA,2008-02-14,2016-11-14,2008-03-15,1,2016-11-14,0,0,"0",0,0,0,2016-11-14,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3196,0,NA,"No"
"147",1525937,0,NA,2009-05-18,2017-06-23,2009-06-01,1,2017-06-23,0,0,"0",0,0,0,2017-06-23,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2958,0,NA,"No"
"148",1526480,0,NA,2009-06-16,2017-07-11,2009-07-01,1,2017-07-11,0,0,"0",0,0,0,2017-07-11,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2947,0,NA,"No"
"149",1531406,42583,NA,2007-11-30,2017-01-24,1999-08-25,1,2017-01-24,0,0,"0",0,0,0,2017-01-24,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3343,0,NA,"No"
"150",1528075,0,NA,2010-07-29,2017-08-30,2010-07-29,1,2017-08-30,0,0,"0",0,0,0,2017-08-30,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2589,0,NA,"No"
"151",1528079,0,NA,2010-07-29,2017-08-07,2010-08-01,1,2017-08-07,0,0,"0",0,0,0,2017-08-07,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2566,0,NA,"No"
"152",1468543,0,NA,2010-01-25,2017-01-12,2010-01-25,1,2017-01-12,0,0,"0",0,0,0,2017-01-12,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2544,0,NA,"No"
"153",1469157,0,NA,2010-05-12,2017-09-12,2010-05-12,1,2016-06-10,0,0,"0",0,0,0,2016-06-10,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2221,459,NA,"No"
"154",1591047,0,NA,2007-10-05,2017-07-28,2007-11-01,1,2017-04-05,0,0,"0",0,0,0,2017-04-05,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3470,114,NA,"No"
"155",1523164,0,NA,2009-10-22,2017-11-07,2009-11-01,1,2017-11-07,0,0,"0",0,0,0,2017-11-07,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2938,0,NA,"No"
"156",1523455,0,NA,2008-11-24,2016-11-29,2008-11-24,1,2016-11-29,0,0,"0",0,0,0,2016-11-29,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2927,0,NA,"No"
"157",1523652,0,NA,2006-11-08,2017-10-17,2006-11-08,1,2014-09-11,0,0,"0",0,0,0,2014-09-11,2007,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2864,1132,NA,"No"
"158",1597927,0,NA,2008-07-29,2016-12-12,2008-07-30,1,2016-12-12,0,0,"0",0,0,0,2016-12-12,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3058,0,NA,"No"
"159",1598155,0,NA,2009-06-18,2017-07-11,2009-06-18,1,2017-07-11,0,0,"0",0,0,0,2017-07-11,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2945,0,NA,"No"
"160",1479538,0,NA,2009-07-15,2017-02-01,2009-07-15,1,2017-02-01,0,0,"0",0,0,0,2017-02-01,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2758,0,NA,"No"
"161",1479609,0,NA,2009-08-13,2017-08-16,2009-08-15,1,2017-08-16,0,0,"0",0,0,0,2017-08-16,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2925,0,NA,"No"
"162",1599083,0,NA,2008-09-18,2016-12-13,2008-09-18,1,2016-12-13,0,0,"0",0,0,0,2016-12-13,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3008,0,NA,"No"
"163",1599191,0,NA,2008-09-19,2016-11-17,2008-09-19,1,2016-11-17,0,0,"0",0,0,0,2016-11-17,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2981,0,NA,"No"
"164",1599365,0,NA,2008-09-29,2016-11-15,2008-09-29,1,2016-11-15,0,0,"0",0,0,0,2016-11-15,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2969,0,NA,"No"
"165",1525064,0,NA,2009-03-25,2017-04-06,2009-03-25,1,2017-04-06,0,0,"0",0,0,0,2017-04-06,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2934,0,NA,"No"
"166",1602251,127263,NA,2008-01-14,2017-02-14,1999-09-27,1,2017-02-14,0,0,"0",0,0,0,2017-02-14,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3319,0,NA,"No"
"167",1527487,0,NA,2008-07-31,2017-08-16,2008-08-01,1,2017-08-16,0,0,"0",0,0,0,2017-08-16,2008,"Terminated",-480600,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3303,0,NA,"No"
"168",1528140,0,NA,2007-09-12,2017-06-16,2007-09-15,1,2017-06-16,0,0,"0",0,0,0,2017-06-16,2007,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3565,0,NA,"No"
"169",1557932,0,NA,2010-01-06,2017-01-18,2010-01-07,1,2017-01-18,0,0,"0",0,0,0,2017-01-18,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2569,0,NA,"No"
"170",1458363,0,NA,2006-10-09,2017-09-19,2006-10-10,NA,NA,NA,NA,"0",0,0,0,2011-04-01,2007,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1635,2363,NA,"No"
"171",1561516,0,NA,2008-09-17,2017-11-08,2008-09-18,1,2017-11-08,0,0,"0",0,0,0,2017-11-08,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3339,0,NA,"No"
"172",1558151,0,NA,2010-02-01,2017-02-05,2010-02-05,1,2014-02-18,0,0,"0",0,0,0,2014-02-18,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1478,1083,NA,"No"
"173",1465311,190153.36,NA,2010-09-02,2017-08-28,2010-08-25,NA,NA,NA,NA,"0",97560,-12240,104833.36,2011-09-27,2010,"Terminated",97560,104833.36,97560,0.517968376037633,"Some Net $s Pre-Term.","[50%+]","Partial Termination",NA,"No",390,2162,NA,"No"
"174",1467472,0,NA,2009-10-05,2017-08-01,2009-10-05,1,2017-08-01,0,0,"0",0,0,0,2017-08-01,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2857,0,NA,"No"
"175",1468258,0,NA,2009-03-18,2017-02-23,2009-03-18,1,2017-02-23,0,0,"0",0,0,0,2017-02-23,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2899,0,NA,"No"
"176",1468227,0,NA,2008-04-07,2016-12-23,2008-04-07,1,2016-12-23,0,0,"0",0,0,0,2016-12-23,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3182,0,NA,"No"
"177",1468229,0,NA,2009-12-11,2016-12-28,2009-12-11,1,2016-12-28,0,0,"0",0,0,0,2016-12-28,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2574,0,NA,"No"
"178",1469387,0,NA,2010-07-19,2017-09-20,2010-07-19,1,2017-09-20,0,0,"0",0,0,0,2017-09-20,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2620,0,NA,"No"
"179",1469585,0,NA,2010-09-15,2017-09-14,2010-09-15,1,2017-09-14,0,0,"0",0,0,0,2017-09-14,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2556,0,NA,"No"
"180",1523444,0,NA,2008-11-20,2016-12-30,2008-12-01,1,2016-12-30,0,0,"0",0,0,0,2016-12-30,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2962,0,NA,"No"
"181",1524265,0,NA,2006-12-14,2017-11-08,2006-12-14,1,2014-09-09,0,0,"0",0,0,0,2014-09-09,2007,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2826,1156,NA,"No"
"182",1525765,0,NA,2009-05-12,2017-10-16,2009-05-12,1,2017-10-16,0,0,"0",0,0,0,2017-10-16,2009,"Terminated",-912,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3079,0,NA,"No"
"183",1525965,0,NA,2008-04-21,2017-07-20,2008-05-01,1,2017-07-20,0,0,"0",0,0,0,2017-07-20,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3377,0,NA,"No"
"184",1525977,0,NA,2010-03-18,2017-05-27,2010-04-01,1,2017-05-27,0,0,"0",0,0,0,2017-05-27,2010,"Terminated",4.76,0,4.76,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2627,0,NA,"No"
"185",1525996,0,NA,2008-04-22,2017-10-20,2008-05-01,NA,NA,NA,NA,"0",0,0,0,2017-10-20,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3468,0,NA,"No"
"186",1528136,0,NA,2007-09-11,2017-04-26,2007-09-15,1,2017-04-26,0,0,"0",0,0,0,2017-04-26,2007,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3515,0,NA,"No"
"187",1531164,8552377,NA,2007-11-27,2016-10-18,1997-07-02,1,2016-09-27,0,0,"0",0,0,0,2016-09-27,2008,"Terminated",-269.43,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3227,21,NA,"No"
"188",1479602,0,NA,2009-08-10,2016-12-27,2009-08-10,1,2016-12-27,0,0,"0",0,0,0,2016-12-27,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2696,0,NA,"No"
"189",1557523,0,NA,2009-12-03,2017-10-17,2009-12-07,1,2013-12-18,0,0,"0",0,0,0,2013-12-18,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1476,1399,NA,"No"
"190",1560355,0,NA,2010-08-05,2017-09-22,2010-08-24,1,2017-08-30,0,0,"0",0,0,0,2017-08-30,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2582,23,NA,"No"
"191",1582363,0,NA,2009-02-17,2017-02-21,2009-02-17,1,2017-02-21,0,0,"0",0,0,0,2017-02-21,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2926,0,NA,"No"
"192",1581965,0,NA,2010-07-09,2017-07-26,2010-07-09,1,2014-07-30,0,0,"0",0,0,0,2014-07-30,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1482,1092,NA,"No"
"193",1591418,0,NA,2007-10-23,2016-12-02,2007-11-01,1,2016-12-02,0,0,"0",0,0,0,2016-12-02,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3328,0,NA,"No"
"194",1591995,0,NA,2009-11-10,2017-05-02,2009-11-10,1,2017-05-02,0,0,"0",0,0,0,2017-05-02,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2730,0,NA,"No"
"195",1595805,0,NA,2008-04-17,2017-05-08,2008-04-17,1,2017-05-08,0,0,"0",0,0,0,2017-05-08,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3308,0,NA,"No"
"196",1595967,0,NA,2010-04-06,2017-04-25,2010-04-06,1,2017-04-25,0,0,"0",0,0,0,2017-04-25,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2576,0,NA,"No"
"197",1596575,0,NA,2009-05-07,2016-11-09,2009-05-07,1,2016-11-09,0,0,"0",0,0,0,2016-11-09,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2743,0,NA,"No"
"198",1587055,0,NA,2008-08-08,2017-06-21,2008-08-08,NA,NA,NA,NA,"0",0,0,0,2017-06-21,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3239,0,NA,"No"
"199",1596763,0,NA,2008-06-09,2017-06-30,2008-06-09,1,2017-06-30,0,0,"0",0,0,0,2017-06-30,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3308,0,NA,"No"
"200",1596830,0,NA,2009-05-12,2017-07-27,2009-05-12,1,2016-07-13,0,0,"0",0,0,0,2016-07-13,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2619,379,NA,"No"
