"","Fiscal_year","ContractingOfficeCode","obligatedAmount","numberOfContracts","hh_index_obl","hh_index_k"
"3712",2002,"9A47",297983,11,5476.80793663817,4545.45454545455
"3713",2002,"9A63",617243,7,5393.0675740194,3877.55102040816
"3714",2002,"9JHA",5371,3,8311.47371807629,5555.55555555555
"3715",2002,"9JNE",1811428,33,3956.77229806371,6308.53994490358
"3716",2002,"A8000",645784,1,10000,10000
"3717",2002,"A8050",390137720,968,1689.6351947899,1222.85021514924
"3718",2002,"A8101",1127397,9,5508.33348351934,5061.72839506173
"3719",2002,"A8102",179966525,340,4073.9026454444,633.391003460208
"3720",2002,"A8103",127882731,273,3787.1529338954,2310.91253069275
"3721",2002,"A8104",244828002,289,2887.67036840708,2077.44160151339
"3722",2002,"A8105",115272110,198,3877.38511661378,3458.3205795327
"3723",2002,"A8106",93318698,242,8874.46165680526,7985.79332012841
"3724",2002,"A8107",263856924,702,2967.82361895757,662.77871121176
"3725",2002,"A8108",210138900,414,1688.99155013788,1814.74480151229
"3726",2002,"A8109",40625141,20,5851.76783048098,2250
"3727",2002,"A8114",284500,1,10000,10000
"3728",2002,"A8122",59582,1,10000,10000
"3729",2002,"A8300",94499695,123,3519.51594028932,2488.59805671227
"3730",2002,"A8301",114053022,451,1613.46414266361,3384.98827439393
"3731",2002,"A8302",265519241,80,5476.37733145824,5543.75
"3732",2002,"A8303",197236873,208,2634.63391045875,3328.86464497041
"3733",2002,"A8304",212632105,92,4103.47862681322,1576.08695652174
"3734",2002,"A8305",157099162,218,1587.06064895951,1144.26395084589
"3735",2002,"A8451",154183540,139,2614.3612223541,1467.31535634802
"3736",2002,"A8452",30142817,142,3753.14611475558,1619.71830985915
"3737",2002,"A8453",11103942,176,388.339618772465,308.626033057851
"3738",2002,"A8454",17889346,81,9698.36425299611,9518.36610272824
"3739",2002,"A8455",14538284,22,10000,10000
"3740",2002,"A8457",23988377,44,9201.01877276923,9132.23140495868
"3741",2002,"A8458",8696971,31,10000,10000
"3742",2002,"A8550",32024382,123,8533.12635760624,8027.62905677837
"3743",2002,"A8551",48948253,151,4560.36094414349,4296.7413709925
"3744",2002,"A8552",7359917,102,536.966998665139,374.855824682814
"3745",2002,"AA001",101153765.7096,474,1187.49791583914,2929.90795634603
"3746",2002,"AA03",1,1,10000,10000
"3747",2002,"AA08",8348404,163,337.064471263922,280.401972223268
"3748",2002,"AA09",2651162080.4853,960,2702.51869369837,935.069444444444
"3749",2002,"AA10",4317181,43,1335.08639795739,751.757706868578
"3750",2002,"AA12",3055238,169,349.994990376623,219.530128496901
"3751",2002,"AA14",18605237,626,561.475859832436,133.664730680113
"3752",2002,"AA22",7797174,144,1083.65126244895,302.854938271605
"3753",2002,"AA31",4683115,61,799.005301487729,292.932007524859
"3754",2002,"AA310",24000,1,10000,10000
"3755",2002,"AA33",642060,15,2125.76641546228,1555.55555555556
"3756",2002,"AA410",184659853,42,4268.7203028604,2528.34467120181
"3757",2002,"AA411",69384664,18,3297.71833184353,1666.66666666667
"3758",2002,"AA412",460395624,48,3434.4734364094,3472.22222222222
"3759",2002,"AA416",0,1,0,10000
"3760",2002,"AA423",66398102,4,9496.45582524093,2500
"3761",2002,"AA424",54008037,4,9136.97811247365,6250
"3762",2002,"AA427",126388550,10,5999.10843992265,4200
"3763",2002,"AA4D0",25344138,29,3362.20027550308,1938.16884661118
"3764",2002,"AA4E0",122599850,13,8187.22793047928,4082.84023668639
"3765",2002,"AA4F0",28500951,6,9312.22988952301,3888.88888888889
"3766",2002,"AA4G0",9718292,21,8177.438590787,5283.44671201814
"3767",2002,"AA4H0",125528229,3,8523.37517757772,3333.33333333333
"3768",2002,"AA4M0",1928533405,13,9628.29311027914,2781.0650887574
"3769",2002,"AB07",4067804125,3353,1200.13903017506,736.139627376528
"3770",2002,"AB070",0,1,0,10000
"3771",2002,"AB08",91301422,1069,2298.11696787919,474.281148901651
"3772",2002,"AB080",0,1,0,10000
"3773",2002,"AB15",834164693,1255,1008.72277822472,643.907239567626
"3774",2002,"AB17",29299357,363,390.755062012695,256.28182652976
"3775",2002,"AB18",59014657,316,1067.80414643315,1016.06313090851
"3776",2002,"AB22",73159584,244,2391.04798276016,2283.32437516797
"3777",2002,"AB32",248085483,1448,2307.16950295845,1150.10034797473
"3778",2002,"AB320",0,1,0,10000
"3779",2002,"AC000",388112973.1954,388,4230.7177679845,1287.86268466362
"3780",2002,"AC01",44864680,307,670.646101994064,502.604802172967
"3781",2002,"AC02",31625024,127,812.461630927887,365.180730361461
"3782",2002,"AC04",19615989,105,632.280013890572,403.628117913832
"3783",2002,"AC07",34026094,454,655.369050871095,354.945758698985
"3784",2002,"AC08",24193444,169,577.495328176724,551.451279717097
"3785",2002,"AC10",19050125,138,579.825976253617,474.690191136316
"3786",2002,"AC100",971056,1,10000,10000
"3787",2002,"AC17",46816094,209,1655.26125061556,372.473157665804
"3788",2002,"AC170",196038,1,10000,10000
"3789",2002,"AC21",41846232,305,578.469926315609,674.764848159097
"3790",2002,"AC26",31574411,187,957.161346791792,381.766707655352
"3791",2002,"AC260",0,1,0,10000
"3792",2002,"AC27",29835748,199,1128.72644233855,809.82803464559
"3793",2002,"AC270",245997,4,8831.10008054463,2500
"3794",2002,"AC28",32692346,218,471.71131237439,374.968437000253
"3795",2002,"AC30",89460582,380,2066.75563461322,1328.6703601108
"3796",2002,"AC300",88321,3,10000,5555.55555555555
"3797",2002,"AC31",146178863,393,1484.30309020154,802.530285077922
"3798",2002,"AC310",3543380.3809,7,3307.42071124605,2244.89795918367
"3799",2002,"AC33",34698809,273,816.086799351044,976.130097009218
"3800",2002,"AC330",0,1,0,10000
"3801",2002,"AC34",27619508,148,514.567123195164,389.883126369613
"3802",2002,"AC340",0,1,0,10000
"3803",2002,"AC37",3310081,40,1810.81239000461,1450
"3804",2002,"AC38",40776857,1,10000,10000
"3805",2002,"AC39",23198476,214,914.43563426624,1654.29295134946
"3806",2002,"AC42",166943391,207,1466.62704371028,1254.40500361735
"3807",2002,"AC420",1382134,10,4418.24328640856,4000
"3808",2002,"AC43",983855,19,1514.5160291714,969.529085872576
"3809",2002,"AC45",9966785,67,810.546361740459,447.761194029851
"3810",2002,"AC46",94191462,354,2403.1981993085,1503.87819592071
"3811",2002,"AC460",711912,3,7856.43266690234,5555.55555555555
"3812",2002,"AC514",108107302,8,3542.89868368368,2187.5
"3813",2002,"AC521",34370541,20,2762.66987498119,2700
"3814",2002,"AC522",189675728,39,2889.96599067687,2044.70742932281
"3815",2002,"AC523",119950599,5,9796.65891959318,2800
"3816",2002,"AC524",131023695,13,3564.84807221311,2071.00591715976
"3817",2002,"AC528",46663468,15,6163.34250296247,2088.88888888889
"3818",2002,"AC5G0",72986813,18,3157.73577126086,2407.40740740741
"3819",2002,"AC5G1",246279670,13,4738.482955729,1952.66272189349
"3820",2002,"AC5G2",31761918,18,3388.79597733564,2098.76543209877
"3821",2002,"AC5G3",306944,1,10000,10000
"3822",2002,"AC5J0",647372483,11,8477.42956606579,4545.45454545455
"3823",2002,"ACBBD",344532929.3947,1034,726.800676842267,604.214913445746
"3824",2002,"AD000",4645712,13,4759.61908477747,4319.52662721893
"3825",2002,"AD05",445336457.5801,3884,844.234614397339,219.961531159549
"3826",2002,"AD050",0,1,0,10000
"3827",2002,"AD11",97659996,145,6902.19337471507,1226.63495838288
"3828",2002,"AD13",416169378,676,1564.70894450563,2138.88694373446
"3829",2002,"AD130",0,1,0,10000
"3830",2002,"AD15",60243390,109,4356.31315103072,2413.09654069523
"3831",2002,"AD16",267248608,1015,744.505036224039,275.05641971414
"3832",2002,"AD160",0,1,0,10000
"3833",2002,"AD17",169121415,1909,1902.908719105,256.953292021115
"3834",2002,"AD19",121556549,421,6400.85194440467,6441.34257874871
"3835",2002,"AD21",24229000,638,283.393625538384,96.205815587504
"3836",2002,"AE00C",0,1,0,10000
"3837",2002,"AE07",4341687296.7871,2796,1686.56531255533,522.7808580007
"3838",2002,"AE070",0,1,0,10000
"3839",2002,"AE20",581082890.25,1181,714.11157029067,559.945395662769
"3840",2002,"AE200",0,1,0,10000
"3841",2002,"AE24",44674180,353,465.418150977578,422.842651814877
"3842",2002,"AE30",1153674737,917,3528.7035973193,1163.70888428794
"3843",2002,"AE32",33264110,219,845.847909691637,511.457225662517
"3844",2002,"AF000",21020996,45,3141.02050635293,1792.59259259259
"3845",2002,"AF600",1266169326,9,4801.96615112665,3333.33333333333
"3846",2002,"AG60",66416469,488,616.860144251589,766.76296694437
"3847",2002,"AG99",63009023,77,2129.56330020206,1496.03643110137
"3848",2002,"AH000",0,32,0,7695.3125
"3849",2002,"AH01",3991243770,1561,1868.87192045256,937.977716775946
"3850",2002,"AH03",80900833,252,2337.11631529532,999.307130259511
"3851",2002,"AH10",63942874,132,2630.19180851886,2869.60514233242
"3852",2002,"AH12",889480,9,1786.23770400576,1358.02469135802
"3853",2002,"AH13",25283168,160,786.355648523082,278.125
"3854",2002,"AH17",10451056,144,340.09651903267,188.078703703704
"3855",2002,"AH23",4473010834.9063,1511,1814.53176246031,1185.34672494362
"3856",2002,"AJ000",980941358.1191,379,6729.14181797347,1497.41369107706
"3857",2002,"AK050",130000,3,5362.13017751479,3333.33333333333
"3858",2002,"AK328",101313.4502,12,2239.64016512867,1527.77777777778
"3859",2002,"AK953",3118000,33,2039.05371193501,376.492194674013
"3860",2002,"AL000",78641724,100,8036.47451946366,9608
"3861",2002,"AL600",447000,20,1714.28714422273,1800
"3862",2002,"ALDWV",276000,31,4594.62297836589,2528.61602497399
"3863",2002,"ALMEC",1035858532.0136,1253,2748.93149255929,1105.10831466571
"3864",2002,"ALWPA",7615000,852,1478.10473591837,1050.35927615773
"3865",2002,"AM000",5529170,52,3722.90985197121,2529.58579881657
"3866",2002,"AM100",795000,10,2420.01503105099,1400
"3867",2002,"AO500",343272.0596,9,1332.20633870157,1111.11111111111
"3868",2002,"AQ000",107000,4,10000,3750
"3869",2002,"AQMPD",1362579.0626,9,3824.87932139317,2592.59259259259
"3870",2002,"AR000",2595886,85,6292.20090376442,6310.03460207613
"3871",2002,"AR200",462931,1,10000,10000
"3872",2002,"ARC00",375393954.0795,576,1975.13559521802,1053.90383873457
"3873",2002,"ARFA0",470000,8,2708.28429153463,1250
"3874",2002,"ARFA4",343000,9,2607.84197060749,2098.76543209876
"3875",2002,"ARFA6",1941000,18,6622.68767911504,5555.55555555555
"3876",2002,"ARFA8",44000,2,10000,10000
"3877",2002,"ARFA9",1656000,16,3581.01268407664,2578.125
"3878",2002,"ARFAF",110333000,269,1338.36332356593,2754.66065974765
"3879",2002,"ARFAM",14367000,65,958.934205195158,594.082840236686
"3880",2002,"ARFAN",9408000,49,1492.09453924002,1062.05747605165
"3881",2002,"ARFAR",28744000,144,1459.71462063027,1092.78549382716
"3882",2002,"AS000",7605998,133,2748.17432648258,2307.08349821923
"3883",2002,"AS200",1264724,10,5967.61121137836,2400
"3884",2002,"ASHKY",1946000,137,5613.36454254597,2643.18823592093
"3885",2002,"AT000",0,89,0,2566.59512687792
"3886",2002,"AT001",169641840,738,819.332375310615,355.865482774069
"3887",2002,"AT711",315984254,26,9599.30569737218,7218.9349112426
"3888",2002,"AT715",103734703,5,10000,10000
"3889",2002,"AT716",60696534,3,4916.54782319925,3333.33333333333
"3890",2002,"AT717",33657447.2734,24,2776.93438309972,2361.11111111111
"3891",2002,"AT718",156609730,24,4992.18832071422,6423.61111111111
"3892",2002,"AT719",13093929,6,10000,10000
"3893",2002,"AT721",13305340,3,10000,10000
"3894",2002,"AT722",87076220,8,4086.24228533596,4375
"3895",2002,"AT723",4005403,4,5336.76920216913,2500
"3896",2002,"AT724",125290770,18,4223.77404431058,6234.56790123457
"3897",2002,"AT725",46435166,13,2503.59550587571,1952.66272189349
"3898",2002,"AT726",25080197,6,5104.01274040549,5555.55555555555
"3899",2002,"AT727",101469429,9,4684.07491594543,2098.76543209876
"3900",2002,"AT728",119860197,102,1954.6444866669,1999.23106497501
"3901",2002,"AT729",106328784.4141,60,2940.45235564856,2633.33333333333
"3902",2002,"AT732",102781337,56,6034.10538854371,4304.84693877551
"3903",2002,"ATLGA",3836000,199,2532.2679820503,2002.22216610692
"3904",2002,"AU900",11868070.3751,58,2987.63910723035,499.405469678954
"3905",2002,"AV000",331446.7969,783,10000,1463.84945741972
"3906",2002,"AW000",36299248,202,7504.80146929908,3882.46250367611
"3907",2002,"AY000",0,44,0,4070.2479338843
"3908",2002,"AZ000",20939899.8291,81,2048.42573455666,1336.6864807194
"3909",2002,"AZ010",50000,1,10000,10000
"3910",2002,"AZ020",213025,6,6559.10748872144,2222.22222222222
"3911",2002,"AZ200",35910.02,5,7483.73441549268,3600
"3912",2002,"AZ950",1688000,38,1213.17784849041,401.662049861496
"3913",2002,"AZ951",0,1,0,10000
"3914",2002,"BA05",82515664,436,745.678796687303,587.913475296692
"3915",2002,"BB000",2841866.663,8,7830.30101227968,1562.5
"3916",2002,"BB210",761000,16,1609.00744404019,1093.75
"3917",2002,"BC400",1545048,57,923.328029580767,717.143736534318
"3918",2002,"BC660",98530367.1802,562,794.416693403062,722.888514583149
"3919",2002,"BC662",904733.1396,13,2787.39080540406,1715.97633136095
"3920",2002,"BC663",1291899.7102,17,5256.62964987339,1003.46020761246
"3921",2002,"BC664",7134300,27,2591.89413082316,1577.50342935528
"3922",2002,"BC665",51000,3,10000,10000
"3923",2002,"BC670",37795737.2109,262,1964.5620844165,1724.84120971971
"3924",2002,"BE200",6203657,40,4254.60259935421,437.5
"3925",2002,"BECWV",6757000,293,4335.5213342851,2140.38602662815
"3926",2002,"BF000",339046398.4814,572,2435.50367091701,1209.47234583598
"3927",2002,"BF500",117000,5,3387.39133610929,3600
"3928",2002,"BG000",611487651.0582,1504,2576.38048539956,844.600568696243
"3929",2002,"BG300",1802211.6875,10,2980.86379504204,1200
"3930",2002,"BGMD",11673000,5,10000,10000
"3931",2002,"BH000",463823574.782,1638,1352.01848066935,1085.43132352656
"3932",2002,"BH200",163000,9,2135.94790921751,2098.76543209877
"3933",2002,"BJ000",425708480.2082,1510,1591.25768912149,1623.70071488093
"3934",2002,"BJ05",0,1,0,10000
"3935",2002,"BK000",93761282.5518,227,1549.68196355794,1413.76700498748
"3936",2002,"BK800",754000,29,2312.05454200058,1462.54458977408
"3937",2002,"BL000",49226246,43,6922.85072769283,2698.75608436993
"3938",2002,"BL00A",479564,8,2036.45022110897,1562.5
"3939",2002,"BL400",5092740,11,3961.73107158695,5537.19008264463
"3940",2002,"BL50A",151746474,348,2122.83412209884,851.334390276126
"3941",2002,"BLSNO",34205000,169,6002.3467369082,2209.65652463149
"3942",2002,"BM000",182169828.75,408,1096.04388763961,967.656670511342
"3943",2002,"BM800",105000,6,3502.04081632653,3333.33333333333
"3944",2002,"BMTTX",3816000,89,3696.38870209951,1672.76858982452
"3945",2002,"BN000",1420113303.0864,3717,926.824411367522,1008.27737864167
"3946",2002,"BO492",738000,10,2309.32499026887,1800
"3947",2002,"BORCA",37000,9,4492.33016800584,3086.41975308642
"3948",2002,"BP000",-31862828.2265,678,1746.5209074663,1088.31284099512
"3949",2002,"BP50A",43794734.2814,238,1262.15193381243,829.037497351882
"3950",2002,"BQ000",113000,3,10000,10000
"3951",2002,"BR250",3696012,25,4051.79465036525,1296
"3952",2002,"BR390",166229,1,10000,10000
"3953",2002,"BR930",183000,5,10000,10000
"3954",2002,"BRYTX",115000,15,10000,10000
"3955",2002,"BS000",0,8,0,3437.5
"3956",2002,"BS124",23379437,6,8169.10852710125,3888.88888888889
"3957",2002,"BS456",41328648,310,10000,10000
"3958",2002,"BS670",86491824,385,9706.87454655572,8814.37004553888
"3959",2002,"BS678",458008033,950,6932.60909604463,4838.82548476454
"3960",2002,"BS786",74985744,20,5739.65207840883,1200
"3961",2002,"BS789",89708040,58,5980.72384838576,6967.8953626635
"3962",2002,"BS791",522078877,684,4593.89103325714,8394.76249102288
"3963",2002,"BS792",73880059,489,6306.20368571838,3500.44538120868
"3964",2002,"BS793",88682603,116,4903.79952670539,4979.19143876338
"3965",2002,"BS795",653405139,25,9345.42764248829,3984
"3966",2002,"BS799",124200156,50,4977.15275076299,7440
"3967",2002,"BS958",24687066,30,10000,10000
"3968",2002,"BSGTX",6130000,11,9892.91240096974,7024.79338842975
"3969",2002,"BSPTX",3067000,77,3396.52233686767,1377.97267667398
"3970",2002,"BT01",304456221,832,5123.25807246623,456.499630177515
"3971",2002,"BT02",589158,4,8328.96799356859,3750
"3972",2002,"BT10",81473177,1293,869.739591525788,153.799774979678
"3973",2002,"BT100",0,1,0,10000
"3974",2002,"BT11",61757044,756,2677.13722259159,272.073850116178
"3975",2002,"BT110",0,1,0,10000
"3976",2002,"BT19",20446770,466,417.537445907053,194.33034316344
"3977",2002,"BT190",0,1,0,10000
"3978",2002,"BT23",311382602,2965,3200.88105052238,255.360316679416
"3979",2002,"BT31",82455758,210,1021.76398435858,313.832199546485
"3980",2002,"BT39",75059075,487,1592.77307405088,252.01438636584
"3981",2002,"BT390",0,2,0,5000
"3982",2002,"BT43",8414302,89,827.564282997061,455.750536548416
"3983",2002,"BT47",47596033,791,920.787151967228,1402.42391889797
"3984",2002,"BT470",0,1,0,10000
"3985",2002,"BT51",74627789,2085,354.902138468357,242.327001707986
"3986",2002,"BT57",110435278,2041,845.101063305474,304.989748374876
"3987",2002,"BT59",34580781,190,877.078785159763,380.609418282549
"3988",2002,"BT60",316455272,1091,781.610419249125,637.992205201965
"3989",2002,"BT63",55167876,908,1052.5100816984,1492.77591259291
"3990",2002,"BT630",0,1,0,10000
"3991",2002,"BT65",87253207,109,4602.35316154981,1751.53606598771
"3992",2002,"BT67",25057064,276,1174.80853612206,346.828397395505
"3993",2002,"BT670",0,1,0,10000
"3994",2002,"BU000",129862388.1504,1860,4658.65218002732,5756.59035726674
"3995",2002,"BU800",433000,20,1497.84787374193,1250
"3996",2002,"BUTNC",2431000,193,1787.67127807707,2441.13935944589
"3997",2002,"BV000",3872345,69,2010.60749352662,2274.73219911783
"3998",2002,"BW000",73547882.505,645,1096.52792371436,892.470404422811
"3999",2002,"BW10A",22243104,25,4035.31472107659,2416
"4000",2002,"BW10B",94208729,591,2202.57131266631,2251.0528771963
"4001",2002,"BW10C",190453441.2579,427,3779.88045311834,1037.41039549386
"4002",2002,"BW10D",117447018,413,2183.09028593046,1616.99957202071
"4003",2002,"BW10P",2599426,46,1223.39315773647,1020.79395085066
"4004",2002,"BW11S",31866696,327,4337.52339363718,2342.95654125635
"4005",2002,"BW11T",19330,1,10000,10000
"4006",2002,"BW12A",39655442,350,690.270793481697,598.69387755102
"4007",2002,"BW12B",62057523,229,2203.1049598375,2703.41908049046
"4008",2002,"BW12P",35000,1,10000,10000
"4009",2002,"BW14A",253658965,791,2156.10445335925,1384.29966708275
"4010",2002,"BW17A",623695237,1685,1113.67002926445,480.817828808918
"4011",2002,"BW19A",201374317,781,4756.77966689084,2969.61609020905
"4012",2002,"BW21A",117026823.0298,546,2913.93036526412,3916.26078439265
"4013",2002,"BW21B",29451005,245,955.245104916388,1098.04248229904
"4014",2002,"BW21F",168497143,522,2799.64869648566,2616.96099587499
"4015",2002,"BW21G",15713219,146,661.222909905701,302.120472884218
"4016",2002,"BW24A",256536961,1218,4829.63680186795,4884.63954745592
"4017",2002,"BW27A",12361977,170,905.110105558512,551.557093425605
"4018",2002,"BW27B",29343061,186,7686.83504927028,7158.63105561337
"4019",2002,"BX000",904194897,10234,4156.4127425515,4458.99582751689
"4020",2002,"BX10A",9445814,45,1629.16065530915,864.197530864198
