"","Fiscal_year","ContractingOfficeCode","obligatedAmount","numberOfContracts","hh_index_obl","hh_index_k"
"19997",2007,"N47615",16446.0996,1,10000,10000
"19998",2007,"N49400",64234434.3133,2173,1237.8583753849,753.401840646058
"19999",2007,"N49872",9115271.8155,161,1837.3338080699,1116.08348443347
"20000",2007,"N55236",420759981.4561,1278,5536.58624601222,1340.64865632676
"20001",2007,"N55520",5920,16,10000,5312.5
"20002",2007,"N57023",15987379.6177,173,5811.21692135867,2957.33235323599
"20003",2007,"N57025",208461.5293,22,2443.30828451234,2603.30578512397
"20004",2007,"N57046",568187.2452,20,2233.03972715384,1800
"20005",2007,"N57070",550133.6617,29,2573.53026676383,3293.69797859691
"20006",2007,"N57092",812424.6269,42,1090.2746907361,736.961451247165
"20007",2007,"N61331",330734197.7554,1784,3097.31437822083,361.170041625611
"20008",2007,"N61337",912481.6818,61,2075.16985468049,916.420317119054
"20009",2007,"N61339",2113877517.4328,1867,1691.07560202839,960.186063644806
"20010",2007,"N61726",4116912.0939,110,3918.58340159378,1292.56198347107
"20011",2007,"N61929",54177,15,10000,10000
"20012",2007,"N61931",20570,7,10000,10000
"20013",2007,"N61942",35947.1396,9,4008.43915663926,5061.72839506173
"20014",2007,"N61968",129762,31,9124.09856174924,8772.11238293444
"20015",2007,"N61992",8446.4399,2,10000,10000
"20016",2007,"N62109",34308.1102,7,5741.7409568372,5102.04081632653
"20017",2007,"N62116",42780.6797,2,10000,10000
"20018",2007,"N62145",76662.3706,13,2301.22325615292,1360.94674556213
"20019",2007,"N62271",72830.0698,2,8036.12904970805,5000
"20020",2007,"N62306",31888901.1864,509,841.688373186622,491.545115234232
"20021",2007,"N62375",0,1,0,10000
"20022",2007,"N62381",2303813,290,6419.39189727081,3009.0368608799
"20023",2007,"N62383",1331526,203,6980.0957025421,5102.04081632653
"20024",2007,"N62404",811165.1896,8,9664.04180572417,5937.5
"20025",2007,"N62467",51389969.66,898,3060.02497778706,724.971602323401
"20026",2007,"N62470",229232366.4899,1435,1589.46336947909,919.564399227865
"20027",2007,"N62472",6794148,173,2253.76705765833,524.90895118447
"20028",2007,"N62473",1651406065.8678,5530,776.234370282362,772.86606999794
"20029",2007,"N62474",-621,3,0,10000
"20030",2007,"N62477",6008647,80,1922.76965120661,1562.5
"20031",2007,"N62478",195265969.8996,782,1932.74416508507,859.851780142725
"20032",2007,"N62558",18271638.8542,703,1350.12840702172,1033.83386381065
"20033",2007,"N62583",21413478.6792,33,9262.92825997315,853.994490358127
"20034",2007,"N62645",401076662.0033,2863,4140.18624811373,2195.64196575504
"20035",2007,"N62649",130180325.3963,4542,4311.11198056487,164.228732815363
"20036",2007,"N62695",357711.5352,16,7599.35369941155,4375
"20037",2007,"N62742",556012621.3896,609,3779.09930632064,2126.58507715413
"20038",2007,"N62786",218173945.8038,152,9784.93379773442,251.038781163435
"20039",2007,"N62789",387261690,158,3905.0455285326,4590.61047908989
"20040",2007,"N62793",216122746.3335,836,7060.24783415668,2581.98644719672
"20041",2007,"N62814",2002443.536,79,5399.05674329276,2619.7724723602
"20042",2007,"N62836",184389.853,6,6716.15620236492,2777.77777777778
"20043",2007,"N62936",3865143.1369,117,940.91576365308,360.143180656001
"20044",2007,"N62980",49159.1602,6,3996.13844218219,3888.88888888889
"20045",2007,"N63061",60789.9798,8,2074.34299411967,1875
"20046",2007,"N63082",66825.7598,75,2988.69707858122,1054.22222222222
"20047",2007,"N63116",41935.9297,4,3736.30999961124,3750
"20048",2007,"N63134",96674.8511,5,4406.46544108143,3600
"20049",2007,"N63200",3584,1,10000,10000
"20050",2007,"N63210",790,1,10000,10000
"20051",2007,"N63212",286059,2,10000,10000
"20052",2007,"N63213",102944,2,10000,10000
"20053",2007,"N63216",4301.3999,1,10000,10000
"20054",2007,"N63220",99051.25,1,10000,10000
"20055",2007,"N63221",3094829.0157,6,10000,10000
"20056",2007,"N63222",5623.4502,1,10000,10000
"20057",2007,"N63226",877430.1191,6,10000,10000
"20058",2007,"N63228",1147068,1,10000,10000
"20059",2007,"N63230",2977352.25,2,10000,10000
"20060",2007,"N63231",346000,4,10000,10000
"20061",2007,"N63234",788478.5938,2,10000,10000
"20062",2007,"N63285",1490321.5395,35,964.927470541213,808.163265306122
"20063",2007,"N63291",1272987,4,10000,10000
"20064",2007,"N63296",836302,3,10000,10000
"20065",2007,"N63303",917829,1,10000,10000
"20066",2007,"N63311",1907508.625,2,10000,10000
"20067",2007,"N63313",269946,2,10000,10000
"20068",2007,"N63315",3320,1,10000,10000
"20069",2007,"N63393",368418.3596,22,2973.70113020721,1074.38016528926
"20070",2007,"N63394",299857615.6756,1575,5109.90815406941,699.456790123457
"20071",2007,"N63410",39549.3702,6,5846.52860399382,3333.33333333333
"20072",2007,"N64100",0,41,0,4158.23914336704
"20073",2007,"N65236",2371894664.2064,13568,3688.6063161876,2418.30925620633
"20074",2007,"N65538",188206802.7106,829,1964.86495735121,1040.55200431872
"20075",2007,"N65540",373771079.7163,1388,2844.49791916378,1013.04719746863
"20076",2007,"N65886",10918295.5703,6,9696.07598657288,3888.88888888889
"20077",2007,"N65971",1027396.4223,89,1513.56233583732,1834.36434793587
"20078",2007,"N66001",947896480.1976,4798,2875.25246827564,1664.54829292669
"20079",2007,"N66021",11791660,282,10000,9120.5170766058
"20080",2007,"N66094",64053.5791,5,10000,10000
"20081",2007,"N66095",1140322.3043,102,1250.55301975445,1314.87889273356
"20082",2007,"N66096",388569.1483,24,3898.83300499018,1631.94444444444
"20083",2007,"N66097",517445.407,42,3661.72142704762,3027.21088435374
"20084",2007,"N66098",402989.4199,19,3326.83721276107,1412.74238227147
"20085",2007,"N66604",443323865.6427,2384,5413.23535010921,1540.90398518085
"20086",2007,"N66612",1340756,2,10000,10000
"20087",2007,"N66715",35698237.3501,56,8297.16530391221,4132.65306122449
"20088",2007,"N66753",13000,1,10000,10000
"20089",2007,"N68047",7346132.7471,328,4611.69075910648,951.256692444973
"20090",2007,"N68064",15104.2803,1,10000,10000
"20091",2007,"N68084",590922,78,769.791211564233,493.096646942801
"20092",2007,"N68093",5949135.6453,298,1342.18771831656,1353.09220305392
"20093",2007,"N68094",4131993.6048,238,1227.69339139339,1065.95579408234
"20094",2007,"N68095",3521121.0346,336,1097.29290335938,618.44529478458
"20095",2007,"N68096",5520890.9717,367,835.851971518406,836.965156768556
"20096",2007,"N68141",343500,6,10000,10000
"20097",2007,"N68171",111545872.3326,3542,1310.36275304057,196.746886040579
"20098",2007,"N68221",5243174.4061,42,2895.33962373441,2517.00680272109
"20099",2007,"N68246",47116631.2911,2239,7006.06897559456,3480.17731868032
"20100",2007,"N68292",76541.7908,295,5486.89452280724,1504.74001723643
"20101",2007,"N68303",502686.5,3,10000,10000
"20102",2007,"N68322",45305423.1497,364,1552.59986625483,1140.10989010989
"20103",2007,"N68330",0,30,0,8733.33333333333
"20104",2007,"N68335",783923678.6955,2245,2089.06711599922,1247.08309978621
"20105",2007,"N68355",975462.5,1,10000,10000
"20106",2007,"N68358",14146.5,1,10000,10000
"20107",2007,"N68470",5432980.2675,508,1131.77832396843,1044.15958831918
"20108",2007,"N68546",68426.8799,6,10000,10000
"20109",2007,"N68561",671490.905,32,1512.23450160652,1210.9375
"20110",2007,"N68593",125261.6004,7,4457.58556216654,2653.0612244898
"20111",2007,"N68699",1001750,12,10000,10000
"20112",2007,"N68711",1973006.485,26,4698.71221271963,3846.15384615385
"20113",2007,"N68726",3234495.25,5,10000,10000
"20114",2007,"N68728",904945,1,10000,10000
"20115",2007,"N68734",100397.2109,3,8194.53940526695,5555.55555555555
"20116",2007,"N68836",659999236.9657,7490,3550.78836333601,223.914395874517
"20117",2007,"N68844",263497.8677,25,1807.06050070178,1168
"20118",2007,"N68869",277132.1387,9,6756.78055393459,3580.24691358025
"20119",2007,"N68936",648629641.4825,2689,2842.46426857736,510.252020510818
"20120",2007,"N68950",0,3,0,5555.55555555555
"20121",2007,"N69190",297408.93,40,1819.93082141882,787.5
"20122",2007,"N69199",222306.1123,5,6686.59502091487,2800
"20123",2007,"N69250",100478277.2171,405,3184.55593344516,1180.85657674135
"20124",2007,"N69272",57963640,97,8291.98905329629,1270.06058029546
"20125",2007,"N69316",366818833.9063,23,8859.80292596113,4139.88657844991
"20126",2007,"N69450",1586539550.4617,3145,2160.66606057859,780.817963760075
"20127",2007,"N70272",9052443.6434,100,2722.29940985089,956
"20128",2007,"N83447",26935.8803,5,3706.37585741144,2800
"20129",2007,"N91732",944211.6384,107,7256.63656088986,7309.80871691851
"20130",2007,"NA000",1062009.6096,69,2738.62698778973,1632.01008191556
"20131",2007,"NA300",797138.6607,34,5106.12278383027,4723.18339100346
"20132",2007,"NAF",1723848.0265,88,1914.6723560033,4439.56611570248
"20133",2007,"NAMA0",137802605.6456,443,1265.52794333908,419.110415849253
"20134",2007,"NAS",21660948.5123,120,1658.4400911159,891.666666666667
"20135",2007,"NASM",731332.31,47,1148.63700234398,629.244001810774
"20136",2007,"NE000",464383.5806,57,1452.35597433786,1308.09479839951
"20137",2007,"NF000",788991.8621,71,1813.02426294264,1227.93096607816
"20138",2007,"NG000",310992.68,19,2343.01092607051,1135.73407202216
"20139",2007,"NG600",1536622.7682,130,3063.18869626201,5773.96449704142
"20140",2007,"NH",-1057.4,4,0,3750
"20141",2007,"NH000",2436410.5573,690,3624.87787891455,1468.30497794581
"20142",2007,"NI014",5858426.3925,241,3264.48362851372,4618.5499560958
"20143",2007,"NI500",6593265.5864,297,4300.49251161619,2396.01401217563
"20144",2007,"NK000",14434158.2686,9726,9619.49947308654,9716.86412091894
"20145",2007,"NL",636899.2896,81,969.304126499313,1053.19311080628
"20146",2007,"NL000",5134537.3467,201,1675.66582006075,784.386525086013
"20147",2007,"NL800",2055242.719,126,2148.01646236498,5876.79516250945
"20148",2007,"NM000",0,76,0,1668.97506925208
"20149",2007,"NM001",1217846.1736,111,9411.88188851878,7811.86591997403
"20150",2007,"NM030",1767276.2821,76,678.528031821807,311.634349030471
"20151",2007,"NM040",23915.0903,4,2700.07955181049,2500
"20152",2007,"NM090",588796.9677,63,791.070649710327,1735.95364071555
"20153",2007,"NM110",299444.7595,28,1930.19582836991,510.204081632653
"20154",2007,"NM120",292485.5477,26,1478.49772395355,562.130177514793
"20155",2007,"NM200",1915919.1255,53,2041.82110641815,416.518333926664
"20156",2007,"NM210",854.88,2,5876.94885849006,5000
"20157",2007,"NM954",4299701.279,116,4028.26066127822,836.801426872771
"20158",2007,"NMAAHC",30726.1602,4,7275.05093622511,6250
"20159",2007,"NMAH",1299855.8814,62,973.701450444389,421.436004162331
"20160",2007,"NMAIDC",1168158.1317,93,717.617695292241,685.628396346398
"20161",2007,"NMAIMD",2221854.4459,96,1127.77681398724,2092.01388888889
"20162",2007,"NMAINY",583502.8291,50,596.425807881138,552
"20163",2007,"NMNH",3376207.8921,213,743.447883503383,579.029733959311
"20164",2007,"NMO00",1773004234.6193,430,9513.88134700562,9769.17252568956
"20165",2007,"NN000",60845.3501,2,10000,10000
"20166",2007,"NO600",1990390.6587,109,1018.90234882113,425.048396599613
"20167",2007,"NP000",297779.8105,10,7866.27645771723,2800
"20168",2007,"NP400",2230101.5698,166,2838.94822527978,6442.15415880389
"20169",2007,"NPG",333098.0996,37,740.701465582906,781.592403214025
"20170",2007,"NPM",47585.5609,4,4252.35411319454,2500
"20171",2007,"NQ000",773764.7909,47,5109.21067855711,3381.62064282481
"20172",2007,"NR",1205904.5715,147,1148.23357230395,1559.99814891943
"20173",2007,"NR000",0,3,0,10000
"20174",2007,"NRCHQ",164026103.3298,1031,577.56452799358,420.212971124999
"20175",2007,"NRCR1",683365.4591,76,676.998734446501,644.04432132964
"20176",2007,"NRCR2",971602.0196,104,1074.21924077696,728.550295857988
"20177",2007,"NRCR3",634079.0078,74,1077.24906882288,1066.47187728269
"20178",2007,"NRCR4",617338.9107,65,887.603493784654,930.177514792899
"20179",2007,"NS000",104300161.2171,93,2907.96395726396,1668.40097121054
"20180",2007,"NS500",417078.3015,62,4237.97589416407,5483.87096774194
"20181",2007,"NSC00",1052629.3204,119,3168.5154611238,4387.40201963138
"20182",2007,"NSSC0",39802305.1043,160,2956.34639828874,3685.9375
"20183",2007,"NU700",2615683.2349,201,504.148306309095,309.645800846514
"20184",2007,"NV000",21826749.9428,183,2875.56446217223,935.53106990355
"20185",2007,"NV010",0,6,0,10000
"20186",2007,"NV020",1150484.8366,169,994.382452093619,362.382269528378
"20187",2007,"NV030",2389768.167,149,2678.44432938023,1779.64956533489
"20188",2007,"NV040",3018359.1861,152,1483.78785080339,346.260387811634
"20189",2007,"NV050",827161.4899,138,524.210553779548,697.332493173703
"20190",2007,"NV060",964710.1083,77,3088.28789636905,615.61814808568
"20191",2007,"NV955",6909612.1361,202,605.083715960644,302.911479266739
"20192",2007,"NW",448333.6351,37,1160.65331259343,971.512052593134
"20193",2007,"NW000",27233120.1104,165,1969.08926939886,511.662075298439
"20194",2007,"NZ950",1518537.6,81,2523.72051445048,2991.92196311538
"20195",2007,"NZP",985550.4477,87,654.809598314187,244.41802087462
"20196",2007,"OAKLA",1280745,26,9315.66903554456,4585.79881656805
"20197",2007,"OCFO",1019995.9961,20,2878.53696527776,2650
"20198",2007,"OCIO",23503870.4903,305,1104.51884556646,995.538833646869
"20199",2007,"OEC",99341.6001,9,5033.60670101904,8024.69135802469
"20200",2007,"OEEMA",16523.4805,2,5803.41412694772,5000
"20201",2007,"OFDT",462552374.4539,76,3060.55745892205,1097.64542936288
"20202",2007,"OFEO",17687255.92,656,335.066643736559,198.263682331945
"20203",2007,"OFMAN",1314.58,1,10000,10000
"20204",2007,"OGC",60347.4495,9,3104.86630971664,2839.50617283951
"20205",2007,"OGR",18128,1,10000,10000
"20206",2007,"OHR",939532.8497,45,2506.88856590382,1437.03703703704
"20207",2007,"OIG",75887.2998,7,4029.56426612179,1836.73469387755
"20208",2007,"OIG01",2030623.3107,33,1257.18770550328,1368.2277318641
"20209",2007,"OIGNO",6877228.9635,98,7290.96612864206,914.202415660142
"20210",2007,"OISLR",253118,9,7874.45399392325,6296.2962962963
"20211",2007,"OP&A",21963.8901,3,3805.3911109704,3333.33333333333
"20212",2007,"OPA",365762.04,28,1613.78692023805,1224.48979591837
"20213",2007,"OPRLS",6135125,1067,5795.43157281837,9704.59090953009
"20214",2007,"OPROS",243515.87,17,10000,8892.73356401384
"20215",2007,"OR010",1757229.9108,139,3152.57974193469,597.795145178821
"20216",2007,"OR020",1059400.477,95,801.090052736863,601.662049861496
"20217",2007,"OR030",1485637.7205,98,733.089209349968,689.296126613911
"20218",2007,"OR050",772796.5723,82,1691.97372908426,1975.01487209994
"20219",2007,"OR080",2707244.0625,283,2869.95246980735,1206.78245451935
"20220",2007,"OR090",310338.1967,47,1568.77040905238,638.297872340425
"20221",2007,"OR100",1911087.6482,137,1265.56530774935,988.331823751931
"20222",2007,"OR110",4224991.0717,273,3622.66589793715,1329.28121939111
"20223",2007,"OR120",1724370.7738,104,2537.95326784884,1336.90828402367
"20224",2007,"OR130",1416909.0306,175,3265.1225740195,1858.9387755102
"20225",2007,"OR952",37534296.73,618,1864.33421235922,756.066652004064
"20226",2007,"OTVNY",2333831.3477,68,3378.92464401134,1072.66435986159
"20227",2007,"OUSART",120573.5605,4,3676.52468778432,2500
"20228",2007,"OUSSCI",225792,7,3505.92334264066,1428.57142857143
"20229",2007,"OXFWI",2644360.9168,46,4177.30971229376,1880.90737240076
"20230",2007,"PA000",850440.6316,100,1258.2285130352,806
"20231",2007,"PA100",6027764.142,105,2703.79001351801,853.514739229025
"20232",2007,"PB000",2596337.4061,40,6161.03926059644,762.5
"20233",2007,"PBGC01",101337833.5876,486,866.846092952664,785.025995359786
"20234",2007,"PC000",25132179.8602,144,3297.67465010212,1564.42901234568
"20235",2007,"PD000",215858974.2056,4539,2070.78689356448,1988.72409837612
"20236",2007,"PD001",71383540.3363,1775,767.91318982354,561.726641539377
"20237",2007,"PD002",29692858.8369,812,1275.18784638521,594.226989249921
"20238",2007,"PD003",64438678.6112,4504,1321.29597347574,1833.27174739486
"20239",2007,"PD424",99120695.6797,19,7875.61116706161,4903.04709141274
"20240",2007,"PDS01",876788100.4727,1925,553.751088841845,382.51307134424
"20241",2007,"PE000",10217979.6395,204,1933.21440047326,1204.3444828912
"20242",2007,"PE500",11941357.3987,456,1755.69039834593,6784.97229916897
"20243",2007,"PETVA",719121.8895,49,3785.17485994049,3286.13077884215
"20244",2007,"PF000",67768522.4195,169,4563.11470810628,1370.05006827492
"20245",2007,"PG000",862220.1937,43,1137.63449365143,805.840995132504
"20246",2007,"PH000",683202.8781,97,4188.78881223522,3731.53363800616
"20247",2007,"PHXAZ",3798604.7219,31,3910.93561886583,2112.38293444329
"20248",2007,"PI000",28609798.3228,157,2332.9841710259,981.37855491095
"20249",2007,"PJ000",2595349.9916,215,1509.25576889941,858.193618171985
"20250",2007,"PK000",1837308.9907,151,1656.85085358859,1288.97855357221
"20251",2007,"PK330",7688543,417,2321.28673232756,2034.68879572601
"20252",2007,"PK400",599623.2115,78,2883.96867503756,3523.99737015122
"20253",2007,"PK500",107643.26,23,5138.13384742488,5009.45179584121
"20254",2007,"PL000",20906390.1028,110,1916.40377151446,793.388429752066
"20255",2007,"PL900",4662530.9638,312,2088.9393125813,3574.53977646285
"20256",2007,"PM070",3224057.2449,151,1141.84268872472,1374.93969562738
"20257",2007,"PMS01",13972593.8386,262,507.308217235452,527.94126216421
"20258",2007,"PN000",1253234.2111,75,922.704939611259,595.555555555556
"20259",2007,"PO500",3489795.1997,167,1145.85889324034,782.74588547456
"20260",2007,"POLLA",1727021.9789,42,9453.04445023243,5351.47392290249
"20261",2007,"POS01",1399063674.0867,3782,1347.85663579427,1511.03322509893
"20262",2007,"PP500",872925,50,2187.29323854106,2808
"20263",2007,"PQ000",2578877.345,75,2495.78045643601,968.888888888889
"20264",2007,"PROC",8374358.0079,171,2422.25883037129,338.223726958722
"20265",2007,"PS000",3855821.3172,280,1556.28114543538,1331.63265306122
"20266",2007,"PS470",61809,11,10000,10000
"20267",2007,"PU000",257981.7969,4,10000,5000
"20268",2007,"PV000",35255035.6887,117,2337.21363902122,1587.40594638031
"20269",2007,"PW000",19675434.3272,118,1945.29894667013,1068.65843148521
"20270",2007,"PX000",0,1,0,10000
"20271",2007,"QA000",1820824.8126,244,931.84971056135,1638.33646869121
"20272",2007,"QA100",1196226.6643,45,2502.6392525185,3293.82716049383
"20273",2007,"QB000",2466537.9457,177,2948.73922383065,2018.89623032973
"20274",2007,"QF000",1424708.7406,105,6828.697864499,4668.48072562358
"20275",2007,"QH000",3521594.6368,189,4125.23632325198,3143.52901654489
"20276",2007,"QK000",2806788.3428,180,1804.06233366121,1082.71604938272
"20277",2007,"QL000",78686.8174,10,7548.45929267732,1400
"20278",2007,"QM000",3723935.3831,96,4688.61797324998,3172.74305555556
"20279",2007,"QN000",4537787.2545,798,1261.57156267864,1819.30389884486
"20280",2007,"QP000",9200911.8543,142,3969.34003775054,5671.49375123983
"20281",2007,"R1CO00",20731954.2535,119,8004.8349558636,5390.15606242497
"20282",2007,"R2CO00",46104005.2926,169,5239.08764093345,3619.27103392738
"20283",2007,"R33011",6942141.6304,184,4156.36908830189,1129.48960302457
"20284",2007,"R3CO00",66715422.0199,253,7256.61993488428,3349.68520051868
"20285",2007,"R44429",117053.8215,10,2625.27244496047,1600
"20286",2007,"R4CO00",53536792.3296,238,2508.05017634521,1801.07337052468
"20287",2007,"R5CO00",92800997.1967,312,5914.353959101,2094.63346482577
"20288",2007,"R6CO00",54827728.6794,262,9431.57167769098,3903.91002855312
"20289",2007,"R7CO00",71127126.4765,648,4641.23144943491,1654.13999390337
"20290",2007,"R8CO00",9631045.6362,130,3626.58565012154,1182.24852071006
"20291",2007,"R9CO00",34421263.7908,195,3029.29189881283,1519.7896120973
"20292",2007,"RA000",2512477.6401,280,1993.33947048676,1258.67346938775
"20293",2007,"RA001",727481.4345,162,2314.04354909052,3375.2476756592
"20294",2007,"RA002",949310.9845,269,1912.79127981774,2823.20587056564
"20295",2007,"RA003",928315.0411,214,763.828804263136,538.038256616298
"20296",2007,"RA004",1794201.1859,218,1164.41829105198,1482.61930813905
"20297",2007,"RA005",2855229.7936,422,2434.72497876382,5277.50948990364
"20298",2007,"RA006",2083799.375,476,946.351304983598,317.685897888567
"20299",2007,"RA007",1541946.3143,109,3940.48640826513,7190.47218247622
"20300",2007,"RA008",348061.1099,108,1022.8430066029,356.652949245542
"20301",2007,"RA009",1162488.5891,109,1738.64960243804,2766.60213786718
"20302",2007,"RA010",618885.3144,55,1776.58182969915,1147.10743801653
"20303",2007,"RB000",954093.0394,126,2157.02467110999,2271.3529856387
"20304",2007,"RB100",1829074.6467,115,1565.86562376288,676.748582230624
"20305",2007,"RBKNY",1233190.5,95,2824.51384779234,2343.49030470914
"20306",2007,"RC000",1201036.3847,244,2832.41843843583,1986.02526202634
"20307",2007,"RD000",1002041.0788,180,2221.96067139525,2076.54320987654
"20308",2007,"RE000",757043.7006,112,1337.10103939274,1285.07653061225
"20309",2007,"RM280",405770,26,6011.85133738282,9260.3550295858
"20310",2007,"RO100",2111160,142,942.30065961934,539.575481055346
"20311",2007,"RP380",8841712.0251,444,810.332849856323,558.599139680221
"20312",2007,"RQ000",1157260.2291,90,2258.68116702027,962.962962962963
"20313",2007,"RS001",1428970282.9201,4100,2293.39711026848,574.440214158239
"20314",2007,"RS191",38666055.0646,1009,1511.3161079693,1355.87443435247
"20315",2007,"RS301",30166107.3037,1427,721.550550214383,617.753810901873
"20316",2007,"RS400",834384.3999,70,3373.41640153137,4044.89795918367
"20317",2007,"RS500",5938420.5309,383,1924.72334501274,6024.65079181125
"20318",2007,"RS601",37382607.898,1091,729.593444192143,1892.82194708644
"20319",2007,"RS890",189569,28,5715.65517642587,5102.04081632653
"20320",2007,"RS901",34776961.9126,1390,1122.6685461966,1521.15314942291
"20321",2007,"RS980",185104,32,3445.51420326594,4433.59375
"20322",2007,"RT000",697943.0509,138,1826.30056605855,1413.56857802983
"20323",2007,"RU000",1226344.7309,127,1945.31153693495,1854.42370884742
"20324",2007,"RW000",2245890.7877,136,1961.82958776963,1120.24221453287
"20325",2007,"RW600",2739085,131,1835.23872441716,4893.07149932988
"20326",2007,"RX000",684406.0032,80,1739.98103112523,903.125
"20327",2007,"S0102A",20169851.8718,18,6271.14133518596,8950.61728395062
"20328",2007,"S0107A",-18.96,1,0,10000
"20329",2007,"S0109A",-4397532.6094,6,0,10000
"20330",2007,"S0302A",-31950.6807,3,0,5555.55555555555
"20331",2007,"S0305A",1649450.9457,16,9060.80585285951,8828.125
"20332",2007,"S0507A",7074021.8828,31,4959.41203881764,5026.01456815817
"20333",2007,"S0512A",4678435,14,6280.27397832155,5102.04081632653
"20334",2007,"S0513A",947268.6597,18,9657.34214330746,7098.76543209877
"20335",2007,"S0514A",365189.0898,5,10000,10000
"20336",2007,"S0602A",43000,3,10000,10000
"20337",2007,"S0605A",0,1,0,10000
"20338",2007,"S0701A",3247946.5,70,5984.96642228702,7310.20408163265
"20339",2007,"S0703A",6390846,7,10000,10000
"20340",2007,"S0707A",20142990,23,7366.29405531487,7731.56899810964
"20341",2007,"S1002A",1469698.2719,14,10000,10000
"20342",2007,"S1103A",22870.4102,2,10000,10000
"20343",2007,"S1110A",153250664.9944,55,8079.82986116156,4591.73553719008
"20344",2007,"S1221A",1109691.875,1,10000,10000
"20345",2007,"S1403A",495733.128,6,10000,10000
"20346",2007,"S1504A",883362.2246,15,10000,10000
"20347",2007,"S2203A",0,1,0,10000
"20348",2007,"S2205A",6082201,16,5478.71913052429,5312.5
"20349",2007,"S2206A",6069.43,6,10000,5000
"20350",2007,"S2207A",1768698,2,7711.5946440793,5000
"20351",2007,"S2208A",6169222,7,8397.58802437302,7551.02040816326
"20352",2007,"S2401A",6006851,66,4074.17609808215,5045.91368227732
"20353",2007,"S2404A",-13183,3,0,5555.55555555555
"20354",2007,"S2606A",4978626.1523,3,9973.0577056084,5555.55555555555
"20355",2007,"S3001A",260795,5,5089.00310634098,5200
"20356",2007,"S3101A",-19124.8008,1,0,10000
"20357",2007,"S3110A",382986,3,5019.28621642798,5555.55555555555
"20358",2007,"S3306A",9879228.7969,80,9644.3321977388,9512.5
"20359",2007,"S3309A",1281048,5,7866.41907038874,6800
"20360",2007,"S3315A",1697752,4,7090.40279248604,6250
"20361",2007,"S3316A",7856748.6875,99,5293.55604293604,5086.2156922763
"20362",2007,"S3605A",232000,1,10000,10000
"20363",2007,"S3915A",34437,3,10000,10000
"20364",2007,"S4306A",4736975.2598,16,3571.9366512516,2656.25
"20365",2007,"S4402A",18780460.0665,18,10000,8950.61728395062
"20366",2007,"S4418A",4627338.7572,14,10000,10000
"20367",2007,"S4503A",192784,3,10000,10000
"20368",2007,"S4513A",6246105.6954,10,7440.29173503015,5200
"20369",2007,"S4816A",2945675,1,10000,10000
"20370",2007,"S5105A",70801139.6511,297,1203.3407924342,627.486991123355
"20371",2007,"S5106A",3724706.9814,153,832.882865587971,399.419026870007
"20372",2007,"S5107A",7162279.7299,150,1649.85837346336,281.777777777778
"20373",2007,"S5111A",5403496.875,24,7140.87034030726,4618.05555555555
"20374",2007,"S5116A",26791624.3482,34,10000,10000
"20375",2007,"SA000",21998396.9746,105,2469.35087476606,1105.66893424036
"20376",2007,"SA200",527454.0896,53,2832.7669905542,4809.54076183695
"20377",2007,"SA400",801525.0598,57,2739.68527636661,5297.01446598953
"20378",2007,"SA4705",16393750.9194,128,1321.52870476333,838.623046875
"20379",2007,"SA700",3004245.4937,153,920.775105386906,430.176427869623
"20380",2007,"SA7004",10999957.6845,323,2931.87694830375,1543.48263665903
"20381",2007,"SA7007",18091.5698,8,10000,10000
"20382",2007,"SA7021",-206680.8726,3,10000,3333.33333333333
"20383",2007,"SA7023",26359547.1977,354,4643.86923960574,5660.72967538064
"20384",2007,"SA7031",11937008.6578,155,2938.22730166441,1951.71696149844
"20385",2007,"SA7039",6849568.5621,82,2865.46114824739,2504.46162998215
"20386",2007,"SA7042",22043719.7887,492,2390.56112186433,1437.47108202789
"20387",2007,"SA7051",745060.6661,2,10000,10000
"20388",2007,"SA7057",12471505.7359,143,6264.29219730653,5412.97862976185
"20389",2007,"SA7065",10922817.1985,77,2542.98727840104,1516.27593186035
"20390",2007,"SA7081",12095427.4149,515,4588.15189344534,4745.81958714299
"20391",2007,"SA7085",11366942.1057,129,4128.0718522604,2160.32690343128
"20392",2007,"SAAM",875063.4399,56,845.458384018089,567.602040816327
"20393",2007,"SAFAZ",1757097.5,33,5124.81758654213,3608.81542699725
"20394",2007,"SAO",3524268.928,164,1023.35909633969,252.082093991672
"20395",2007,"SB000",831193.5895,55,2266.3450084333,1444.62809917355
"20396",2007,"SBI00",89804307.787,27,6272.91472213571,534.979423868313
"20397",2007,"SC000",15316334.634,226,1171.68381784084,870.467538569974
"20398",2007,"SC001",1359726619.7072,1785,827.742712420075,629.964927147329
"20399",2007,"SCEMS",283955.4497,18,1937.41023833714,1111.11111111111
"20400",2007,"SCHPA",3954567.7987,340,6373.05565125693,3105.70934256055
"20401",2007,"SCN01A",362689.0513,4,10000,10000
"20402",2007,"SCO00",3720558.4549,14,10000,4489.79591836735
"20403",2007,"SD000",45826.6101,3,8776.42812812874,5555.55555555555
"20404",2007,"SDC00",7994700.4145,183,1952.1561509639,226.641583803637
"20405",2007,"SE000",11785575.0338,182,1523.1800153522,818.137906049994
"20406",2007,"SEATX",343360,1,10000,10000
"20407",2007,"SERC",110057.2598,10,1967.55246407475,1400
"20408",2007,"SF000",12006300.4493,144,3909.36744932735,2111.30401234568
"20409",2007,"SF200",580474.4796,68,3667.48274622568,4943.77162629758
